timestamp,open,high,low,close,volume,ema_short,ema_medium,ema_long,ema_very_long,bb_mid,bb_upper,bb_lower,bb_width,macd,macd_signal,macd_hist,atr,atr_pct,rsi,stoch_k,stoch_d,obv,body,range,upper_shadow,lower_shadow,is_bullish,is_bearish,body_ratio,bullish_harami,bearish_harami,bullish_harami_cross,bearish_harami_cross,doji,dragonfly_doji,gravestone_doji,long_legged_doji,spinning_top,hammer,inverted_hammer,shooting_star,bullish_engulfing,bearish_engulfing,piercing,dark_cloud_cover,morning_star,evening_star,three_white_soldiers,three_black_crows,upward_separation,downward_separation,gap_up,gap_down,rising_three_methods,falling_three_methods,upside_gap_two_crows,tasuki_upside_gap,tasuki_downside_gap,side_by_side_white_lines,separating_lines_up,separating_lines_down,gap_type,gap_size_pct,double_top,double_top_confirmed,double_bottom,double_bottom_confirmed,head_shoulders_top,head_shoulders_bottom,hs_top_confirmed,hs_bottom_confirmed,resistance_1,resistance_2,resistance_3,support_1,support_2,support_3,support_1_strength,support_2_strength,support_3_strength,resistance_1_strength,resistance_2_strength,resistance_3_strength,fib_0.236,fib_0.382,fib_0.500,fib_0.618,fib_0.786,round_support,rsi_bullish_div,rsi_bearish_div,macd_bullish_div,macd_bearish_div,obv_bullish_div,obv_bearish_div,signal
2026-01-08 20:00:00,90933.6,90991.7,90574.3,90926.7,171.17972133,,,,,,,,,,,,0.0,0.0,,,,171.17972133,6.900000000008731,417.3999999999942,58.09999999999127,352.3999999999942,False,True,0.016530905606154354,0,0,0,0,1,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-08 21:00:00,90924.5,91337.8,90924.5,91269.3,113.35228098,,,,,,,,,,,,0.0,0.0,,,,284.53200231,344.8000000000029,413.3000000000029,68.5,0.0,True,False,0.8342608274860888,0,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-08 22:00:00,91271.0,91493.3,91015.2,91229.9,109.67391911,,,,,,,,,,,,0.0,0.0,,,,174.8580832,41.10000000000582,478.1000000000058,222.3000000000029,214.6999999999971,False,True,0.08596527923029768,0,1,0,1,0,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-08 23:00:00,91230.0,91333.0,91047.2,91097.2,84.5684225,,,,,,,,,,,,0.0,0.0,,,,90.28966070000001,132.8000000000029,285.8000000000029,103.0,50.0,False,True,0.4646606018194596,0,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-09 00:00:00,91097.2,91300.0,91063.0,91290.7,51.18006323,,,,,,,,,,,,0.0,0.0,,,,141.46972393000001,193.5,237.0,9.30000000000291,34.19999999999709,True,False,0.8164556962025317,0,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-09 01:00:00,91290.8,91628.6,90855.2,91055.1,270.79216066,,,,,,,,,,,,0.0,0.0,,,,-129.32243672999996,235.6999999999971,773.4000000000087,337.8000000000029,199.90000000000873,False,True,0.3047582104990877,0,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-09 02:00:00,91055.0,91478.2,91023.0,91042.9,202.41538551,,,,,,,,,,,,0.0,0.0,,,,-331.73782223999996,12.10000000000582,455.1999999999971,423.1999999999971,19.89999999999418,False,True,0.02658172231987236,0,0,0,0,1,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-09 03:00:00,91043.0,91265.3,90967.8,91223.9,96.22589305,,,,,,,,,,,,0.0,0.0,,,,-235.51192918999996,180.89999999999418,297.5,41.40000000000873,75.19999999999709,True,False,0.6080672268907368,0,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-09 04:00:00,91224.0,91235.2,90941.1,91020.1,55.56725758,,,,,,,,,,,,0.0,0.0,,,,-291.07918677,203.89999999999418,294.09999999999127,11.19999999999709,79.0,False,True,0.6933015980958865,0,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-09 05:00:00,91020.0,91122.5,90916.4,91091.8,74.52379482,91088.42327744735,,,,,,,,,,,0.0,0.0,,,,-216.55539194999997,71.80000000000291,206.10000000000582,30.69999999999709,103.60000000000582,True,False,0.34837457544881556,0,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-09 06:00:00,91091.9,91151.7,90983.4,91145.1,69.08838179,91098.72813609328,,,,,,,,,,,0.0,0.0,,,,-147.46701015999997,53.20000000001164,168.3000000000029,6.599999999991269,108.5,True,False,0.3161021984552033,0,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-09 07:00:00,91145.1,91145.1,90753.0,90753.1,173.35831274,91035.8866568036,,,,,,,,,,,0.0,0.0,,,,-320.82532289999995,392.0,392.1000000000058,0.0,0.10000000000582077,False,True,0.999744963019623,0,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,0.0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-09 08:00:00,90753.1,90851.1,89700.0,90033.2,456.60596479,90853.57999193022,,,,,,,,,,,0.0,0.0,,,,-777.4312876899999,719.9000000000087,1151.1000000000058,98.0,333.1999999999971,False,True,0.6254017895925681,0,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,,,,89700.0,,,1,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
2026-01-09 09:00:00,90033.2,90477.8,90017.6,90343.7,159.18555821,90760.87453885199,,,,,,,,,,,430.68571428571573,0.004767191450933665,35.83793117439478,33.376542569739456,,-618.2457294799999,310.5,460.1999999999971,134.10000000000582,15.599999999991269,True,False,0.6747066492829248,1,0,0,0,0,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,0.0,0,0,0,0,0,0,0,0,,,,89700.0,,,1,0,0,0,0,0,95343.3524,95327.4238,95314.55,95301.6762,95283.3474,90000.0,0,0,0,0,0,0,0
